show_id,title,description,listed_in,rating,content,profile,release_year
s89,Blood Brothers: Malcolm X & Muhammad Ali,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.","Documentaries, Sports Movies",PG-13,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals. Documentaries, Sports Movies",0,2021
s90,Mighty Raju,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place â but that will mean facing plenty of challenges!",Kids' TV,TV-Y7,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place â but that will mean facing plenty of challenges! Kids' TV",0,2017
s91,Paradise Hills,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. Thatâs bad enough, but its real purpose is even worse.","Sci-Fi & Fantasy, Thrillers",TV-MA,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. Thatâs bad enough, but its real purpose is even worse. Sci-Fi & Fantasy, Thrillers",0,2019
s92,The Women and the Murderer,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,"Documentaries, International Movies",TV-14,"This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother. Documentaries, International Movies",0,2021
s93,Into the Night,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,"International TV Shows, TV Dramas, TV Mysteries",TV-MA,"Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below. International TV Shows, TV Dramas, TV Mysteries",2,2021
s94,JJ+E,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?","Dramas, International Movies, Romantic Movies",TV-MA,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers? Dramas, International Movies, Romantic Movies",1,2021
s95,Show Dogs,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,"Children & Family Movies, Comedies",PG,"A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale. Children & Family Movies, Comedies",0,2018
s96,The Circle,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",Reality TV,TV-MA,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000. Reality TV",0,2021
s97,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.","Documentaries, Music & Musicals",TV-MA,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant. Documentaries, Music & Musicals",4,2018
s98,Kid Cosmic,A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined â and he can't do it alone.,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",TV-Y7,"A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined â and he can't do it alone. Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",2,2021
s99,Octonauts: Above & Beyond,"The Octonauts expand their exploration beyond the sea âÂ and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.","British TV Shows, Kids' TV",TV-Y,"The Octonauts expand their exploration beyond the sea âÂ and onto land! With new rides and new friends, they'll protect any habitats and animals at risk. British TV Shows, Kids' TV",2,2021
s100,On the Verge,"Four women â a chef, a single mom, an heiress and a job seeker â dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.","TV Comedies, TV Dramas",TV-MA,"Four women â a chef, a single mom, an heiress and a job seeker â dig into love and work, with a generous side of midlife crises, in pre-pandemic LA. TV Comedies, TV Dramas",0,2021
s101,Tobot Galaxy Detectives,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",Kids' TV,TV-Y7,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil. Kids' TV",0,2019
s102,Untold: Breaking Point,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.","Documentaries, Sports Movies",TV-MA,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court. Documentaries, Sports Movies",0,2021
s103,Countdown: Inspiration4 Mission to Space,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.","Docuseries, Science & Nature TV",TV-14,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission. Docuseries, Science & Nature TV",0,2021
s104,Shadow Parties,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,"Dramas, International Movies, Thrillers",TV-MA,"A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals. Dramas, International Movies, Thrillers",1,2020
s105,Tayo the Little Bus,"As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.","Kids' TV, Korean TV Shows",TV-Y,"As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day. Kids' TV, Korean TV Shows",2,2016
s106,Angamaly Diaries,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.","Action & Adventure, Comedies, Dramas",TV-14,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law. Action & Adventure, Comedies, Dramas",3,2017
s107,Bunk'd,"The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.","Kids' TV, TV Comedies",TV-G,"The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met. Kids' TV, TV Comedies",0,2021
s108,A Champion Heart,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.","Children & Family Movies, Dramas",G,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected. Children & Family Movies, Dramas",0,2018
s109,Dive Club,"On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.","Kids' TV, TV Dramas, Teen TV Shows",TV-G,"On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing. Kids' TV, TV Dramas, Teen TV Shows",2,2021
